Exposure	Outcome	bxy	se	p	nsnp
CLTCL1_GSMR	BDEP	-0.0111042	0.00566526	0.0499897	7
CLUAP1_GSMR	BDEP	-0.0241108	0.0101965	0.0180484	3
CLU_GSMR	BDEP	-0.0699809	0.0280449	0.0125844	1
CLUHP3_GSMR	BDEP	-0.000240929	0.00249706	0.923135	6
CLYBL_GSMR	BDEP	-0.000963464	0.0039745	0.808462	13
CMAHP_GSMR	BDEP	-0.0029978	0.00304379	0.324678	18
CMAS_GSMR	BDEP	0.0340291	0.0327677	0.299041	1
CMBL_GSMR	BDEP	-0.00559709	0.00360715	0.120742	12
CMC1_GSMR	BDEP	nan	nan	nan	nan
CMC2_GSMR	BDEP	0.00781473	0.00470641	0.0968253	5
CMIP_GSMR	BDEP	nan	nan	nan	nan
CMKLR1_GSMR	BDEP	-0.00762286	0.00362472	0.035464	7
CMPK1_GSMR	BDEP	nan	nan	nan	nan
CMPK2_GSMR	BDEP	-0.00291836	0.0211838	0.890427	1
CMSS1_GSMR	BDEP	0.00249408	0.00416935	0.54971	10
CMTM1_GSMR	BDEP	-0.00434762	0.0327109	0.894264	1
CMTM2_GSMR	BDEP	-0.00171754	0.0209165	0.934556	1
CMTM3_GSMR	BDEP	0.000367975	0.0073147	0.959878	6
CMTM4_GSMR	BDEP	nan	nan	nan	nan
CMTM6_GSMR	BDEP	nan	nan	nan	nan
CMTM7_GSMR	BDEP	0.00485435	0.00519054	0.34967	10
CMTM8_GSMR	BDEP	-0.000493007	0.00295631	0.867556	8
CMYA5_GSMR	BDEP	0.0141252	0.0313634	0.652441	1
CNDP1_GSMR	BDEP	-0.0162335	0.0240666	0.499978	1
CNDP2_GSMR	BDEP	-0.00234854	0.0030338	0.438856	8
CNEP1R1_GSMR	BDEP	nan	nan	nan	nan
CNFN_GSMR	BDEP	0.00469655	0.0210528	0.82347	1
CNGA1_GSMR	BDEP	nan	nan	nan	nan
CNGA4_GSMR	BDEP	-0.0423752	0.0241684	0.0795459	1
CNIH2_GSMR	BDEP	-0.0156237	0.0201877	0.438977	1
CNIH4_GSMR	BDEP	-0.00835667	0.00428286	0.0510346	10
CNIH_GSMR	BDEP	nan	nan	nan	nan
CNKSR1_GSMR	BDEP	nan	nan	nan	nan
CNKSR3_GSMR	BDEP	nan	nan	nan	nan
CNN2_GSMR	BDEP	nan	nan	nan	nan
CNN2P9_GSMR	BDEP	nan	nan	nan	nan
CNN3_GSMR	BDEP	0.0260677	0.0115	0.0234052	5
CNNM2_GSMR	BDEP	0.196972	0.0491835	6.20576e-05	1
CNNM3_GSMR	BDEP	nan	nan	nan	nan
CNNM4_GSMR	BDEP	-0.0187356	0.00853322	0.0281202	3
CNOT11_GSMR	BDEP	-0.0258837	0.0109994	0.0186134	3
CNOT1_GSMR	BDEP	0.0244939	0.0141625	0.0837213	1
CNOT2_GSMR	BDEP	nan	nan	nan	nan
CNOT3_GSMR	BDEP	-0.0039749	0.0302919	0.895601	1
CNOT4_GSMR	BDEP	nan	nan	nan	nan
CNOT6_GSMR	BDEP	0.00230803	0.00343859	0.502084	9
CNOT6L_GSMR	BDEP	nan	nan	nan	nan
CNOT7_GSMR	BDEP	-0.0249811	0.0337037	0.458574	1
CNOT8_GSMR	BDEP	nan	nan	nan	nan
CNP_GSMR	BDEP	-0.00232566	0.00638531	0.715693	3
CNPPD1_GSMR	BDEP	nan	nan	nan	nan
CNPY2_GSMR	BDEP	0.00318625	0.00976557	0.744217	1
CNPY3_GSMR	BDEP	nan	nan	nan	nan
CNPY4_GSMR	BDEP	-0.000902274	0.00528937	0.864552	9
CNR1_GSMR	BDEP	-0.0136927	0.00622146	0.027744	9
CNR2_GSMR	BDEP	-0.00456266	0.0234501	0.845731	1
CNRIP1_GSMR	BDEP	nan	nan	nan	nan
CNST_GSMR	BDEP	-0.021917	0.0119309	0.0662092	3
CNTLN_GSMR	BDEP	0.0179328	0.0118054	0.128753	3
CNTN4-AS1_GSMR	BDEP	0.000393498	0.0043591	0.928072	3
CNTNAP1_GSMR	BDEP	nan	nan	nan	nan
CNTNAP2_GSMR	BDEP	-0.0117862	0.00563799	0.0365726	8
CNTNAP3_GSMR	BDEP	0.0312373	0.0132179	0.0181151	1
CNTRL_GSMR	BDEP	9.42268e-06	0.00691562	0.998913	6
CNTROB_GSMR	BDEP	0.00671703	0.00497703	0.177142	6
COA1_GSMR	BDEP	-0.0175218	0.00525193	0.000849147	5
COA4_GSMR	BDEP	nan	nan	nan	nan
COA5_GSMR	BDEP	0.0236376	0.0101913	0.0203737	1
COA6_GSMR	BDEP	0.00599277	0.00420838	0.154444	9
COASY_GSMR	BDEP	-0.0153688	0.0237696	0.517908	1
COBL_GSMR	BDEP	nan	nan	nan	nan
COBLL1_GSMR	BDEP	nan	nan	nan	nan
COCH_GSMR	BDEP	-0.00281005	0.00518442	0.587806	3
COG1_GSMR	BDEP	0.00317029	0.0056931	0.57762	3
COG2_GSMR	BDEP	0.00354008	0.00888483	0.690305	6
COG3_GSMR	BDEP	nan	nan	nan	nan
COG4_GSMR	BDEP	-0.00239507	0.00777562	0.758065	3
COG5_GSMR	BDEP	-0.000207716	0.00223533	0.925964	13
COG6_GSMR	BDEP	0.00456185	0.00362448	0.208166	11
COG7_GSMR	BDEP	-0.0197866	0.0156637	0.206512	1
COL10A1_GSMR	BDEP	nan	nan	nan	nan
COL11A2_GSMR	BDEP	-0.0232963	0.0083045	0.00502762	4
COL13A1_GSMR	BDEP	-0.00847273	0.0145318	0.559862	3
COL15A1_GSMR	BDEP	0.00585241	0.0210195	0.780684	1
COL17A1_GSMR	BDEP	0.00229302	0.0117232	0.844926	1
COL18A1_GSMR	BDEP	-7.16527e-05	0.00301443	0.981036	5
COL19A1_GSMR	BDEP	nan	nan	nan	nan
COL23A1_GSMR	BDEP	-0.00259366	0.00632054	0.681546	7
COL24A1_GSMR	BDEP	nan	nan	nan	nan
COL26A1_GSMR	BDEP	-0.0016277	0.00337299	0.629402	7
COL27A1_GSMR	BDEP	0.000897369	0.0169293	0.957727	5
COL4A1_GSMR	BDEP	0.00141496	0.0081843	0.86274	5
COL4A2_GSMR	BDEP	0.0234826	0.034058	0.490517	1
COL4A3BP_GSMR	BDEP	-0.00636926	0.0242186	0.792558	1
COL4A3_GSMR	BDEP	0.0251415	0.0141333	0.0752585	1
COL4A4_GSMR	BDEP	0.00347119	0.0145343	0.811239	1
COL5A1_GSMR	BDEP	0.0152075	0.0188588	0.420021	1
COL5A2_GSMR	BDEP	-0.0110074	0.0141963	0.438119	3
COL5A3_GSMR	BDEP	0.00359492	0.00406486	0.376487	9
COL6A1_GSMR	BDEP	-0.0070404	0.00580054	0.224844	7
COL6A2_GSMR	BDEP	0.00492455	0.008021	0.539244	8
COL6A3_GSMR	BDEP	nan	nan	nan	nan
COL6A4P2_GSMR	BDEP	-0.00712284	0.00657418	0.278606	6
COL7A1_GSMR	BDEP	nan	nan	nan	nan
COL8A2_GSMR	BDEP	-0.0438415	0.0409969	0.284896	1
COL9A2_GSMR	BDEP	nan	nan	nan	nan
COL9A3_GSMR	BDEP	0.00457731	0.00526438	0.384581	5
COLEC11_GSMR	BDEP	0.00366984	0.00978411	0.7076	3
COLEC12_GSMR	BDEP	0.00768058	0.00654718	0.240751	9
COLQ_GSMR	BDEP	-0.00661466	0.00561939	0.23915	8
COMMD10_GSMR	BDEP	0.00163808	0.00494795	0.740597	10
COMMD1_GSMR	BDEP	nan	nan	nan	nan
COMMD2_GSMR	BDEP	nan	nan	nan	nan
COMMD4_GSMR	BDEP	0.00442773	0.0117472	0.706235	3
COMMD5_GSMR	BDEP	nan	nan	nan	nan
COMMD6_GSMR	BDEP	nan	nan	nan	nan
COMMD7_GSMR	BDEP	0.00488149	0.00733187	0.505545	3
COMMD8_GSMR	BDEP	nan	nan	nan	nan
COMMD9_GSMR	BDEP	nan	nan	nan	nan
COMTD1_GSMR	BDEP	0.0175893	0.00573281	0.00215365	5
COMT_GSMR	BDEP	0.0133261	0.00538176	0.0132807	6
COPA_GSMR	BDEP	-0.0111657	0.00867645	0.198131	3
COPB1_GSMR	BDEP	0.000863597	0.00360469	0.810659	18
COPB2_GSMR	BDEP	nan	nan	nan	nan
COPE_GSMR	BDEP	-0.0117753	0.0105938	0.266343	1
COPG1_GSMR	BDEP	0.0191584	0.019856	0.33461	1
COPG2_GSMR	BDEP	0.00258611	0.00414714	0.532898	9
COPRS_GSMR	BDEP	-0.00489124	0.0092529	0.597071	3
COPS3_GSMR	BDEP	-0.00170655	0.00303024	0.573317	12
COPS6_GSMR	BDEP	-0.00674084	0.00497687	0.175598	6
COPS7A_GSMR	BDEP	0.00850928	0.00888354	0.338128	3
COPS7B_GSMR	BDEP	0.0283077	0.0318643	0.374334	1
COPS8_GSMR	BDEP	-0.0394129	0.0269507	0.14363	1
COPZ1_GSMR	BDEP	-0.0209332	0.0175855	0.233902	1
COPZ2_GSMR	BDEP	-0.000454831	0.00634368	0.942842	9
COQ10A_GSMR	BDEP	-0.100813	0.0385613	0.00893937	1
COQ10B_GSMR	BDEP	0.0860965	0.0258988	0.000886257	1
COQ2_GSMR	BDEP	-0.00822504	0.00715137	0.250089	5
COQ3_GSMR	BDEP	-0.0570489	0.0382378	0.135712	1
COQ4_GSMR	BDEP	-0.0294687	0.0391954	0.452147	1
COQ5_GSMR	BDEP	0.00299824	0.00240881	0.213244	17
COQ6_GSMR	BDEP	0.00535845	0.00546843	0.327141	7
COQ7_GSMR	BDEP	nan	nan	nan	nan
COQ9_GSMR	BDEP	-0.00571022	0.0131577	0.664301	1
CORIN_GSMR	BDEP	0.00967055	0.00430681	0.024742	11
CORO1A_GSMR	BDEP	0.0242854	0.0129856	0.0614583	1
CORO1B_GSMR	BDEP	nan	nan	nan	nan
CORO1C_GSMR	BDEP	-1.72708e-05	0.00381091	0.996384	8
CORO2A_GSMR	BDEP	0.00115401	0.0031583	0.714822	14
CORO2B_GSMR	BDEP	nan	nan	nan	nan
CORO6_GSMR	BDEP	-0.00299369	0.012934	0.816959	1
CORO7_GSMR	BDEP	-0.0157638	0.0153811	0.305418	1
COTL1_GSMR	BDEP	-0.00762678	0.00916555	0.405345	5
COX10-AS1_GSMR	BDEP	nan	nan	nan	nan
COX10_GSMR	BDEP	-0.00733242	0.0104167	0.481489	5
COX11_GSMR	BDEP	-0.00537178	0.00579069	0.353585	6
COX14_GSMR	BDEP	-0.00124023	0.00545651	0.820195	6
COX15_GSMR	BDEP	0.00485613	0.0098756	0.62291	5
COX16_GSMR	BDEP	nan	nan	nan	nan
COX17_GSMR	BDEP	nan	nan	nan	nan
COX19_GSMR	BDEP	nan	nan	nan	nan
COX20_GSMR	BDEP	-0.00877177	0.00616812	0.154993	1
COX4I1_GSMR	BDEP	nan	nan	nan	nan
COX5A_GSMR	BDEP	-0.0209031	0.0242553	0.388798	1
COX5BP6_GSMR	BDEP	nan	nan	nan	nan
COX6B1_GSMR	BDEP	0.00229593	0.00480095	0.63249	7
COX6C_GSMR	BDEP	-0.000760033	0.00503786	0.880083	3
COX7A2L_GSMR	BDEP	-0.0026095	0.00481569	0.587905	11
COX8A_GSMR	BDEP	-0.0248757	0.0106366	0.0193515	1
CPA3_GSMR	BDEP	nan	nan	nan	nan
CPA5_GSMR	BDEP	0.00102879	0.00233703	0.659783	15
CPAMD8_GSMR	BDEP	-0.00357035	0.00533714	0.503519	5
CPD_GSMR	BDEP	0.00207504	0.00352727	0.556342	7
CPEB2_GSMR	BDEP	-0.011934	0.00647043	0.0651273	6
CPEB3_GSMR	BDEP	0.0450142	0.0195699	0.0214379	1
CPEB4_GSMR	BDEP	0.00332519	0.00264705	0.209049	12
CPED1_GSMR	BDEP	0.000854273	0.00293699	0.771153	8
CPLX1_GSMR	BDEP	-0.0874904	0.0354527	0.0135943	1
CPLX2_GSMR	BDEP	-0.0265695	0.0315366	0.39951	1
CPM_GSMR	BDEP	nan	nan	nan	nan
CPNE1_GSMR	BDEP	-0.00459817	0.00237522	0.0528811	8
CPNE2_GSMR	BDEP	-0.0148156	0.0066627	0.0261714	7
CPNE3_GSMR	BDEP	-0.00532452	0.00615467	0.386974	9
CPNE4_GSMR	BDEP	0.0307135	0.0250387	0.219959	1
CPNE5_GSMR	BDEP	0.0017866	0.00899071	0.842485	3
CPNE7_GSMR	BDEP	nan	nan	nan	nan
CPNE8_GSMR	BDEP	0.0270745	0.0121578	0.0259526	5
CPNE9_GSMR	BDEP	0.0328248	0.0237759	0.167404	1
CPOX_GSMR	BDEP	0.00286786	0.0121352	0.81318	3
CPPED1_GSMR	BDEP	nan	nan	nan	nan
CPQ_GSMR	BDEP	0.0110783	0.00478258	0.020537	10
CPSF1_GSMR	BDEP	0.00738666	0.00463971	0.111373	5
CPSF1P1_GSMR	BDEP	0.0055294	0.00756539	0.464852	3
CPSF2_GSMR	BDEP	-0.00245628	0.00328363	0.454437	6
CPSF3_GSMR	BDEP	nan	nan	nan	nan
CPSF4_GSMR	BDEP	nan	nan	nan	nan
CPSF7_GSMR	BDEP	0.0459243	0.0331678	0.166173	1
CPT1A_GSMR	BDEP	-0.0221498	0.00622764	0.000375548	6
CPT1B_GSMR	BDEP	nan	nan	nan	nan
CPT1C_GSMR	BDEP	nan	nan	nan	nan
CPT2_GSMR	BDEP	nan	nan	nan	nan
CPVL_GSMR	BDEP	-0.00190497	0.00292598	0.515012	12
CPXM1_GSMR	BDEP	nan	nan	nan	nan
CR1_GSMR	BDEP	-0.00733961	0.0116914	0.530149	3
CR1L_GSMR	BDEP	nan	nan	nan	nan
CR2_GSMR	BDEP	-0.00644793	0.0124134	0.603459	3
CRABP2_GSMR	BDEP	-0.0136465	0.0148893	0.359389	3
CRAMP1L_GSMR	BDEP	0.00687212	0.00804637	0.393069	1
CRAT_GSMR	BDEP	-0.00454187	0.00311132	0.144347	7
CRB2_GSMR	BDEP	nan	nan	nan	nan
CRB3_GSMR	BDEP	0.00595608	0.0170334	0.726586	1
CRBN_GSMR	BDEP	nan	nan	nan	nan
CRCP_GSMR	BDEP	nan	nan	nan	nan
CREB1_GSMR	BDEP	0.033686	0.0133008	0.011321	1
CREB3_GSMR	BDEP	-0.0121966	0.0235081	0.603883	1
CREB3L4_GSMR	BDEP	-0.0100339	0.0103693	0.333215	3
CREB5_GSMR	BDEP	0.00321196	0.00405888	0.428745	9
CREBL2_GSMR	BDEP	0.0129918	0.0161852	0.42215	1
CREBRF_GSMR	BDEP	-0.00989722	0.00554543	0.0743017	3
CREBZF_GSMR	BDEP	-0.0424236	0.0402538	0.291927	1
CREG1_GSMR	BDEP	0.00158302	0.00592921	0.78948	6
CRELD1_GSMR	BDEP	6.57308e-05	0.00507817	0.989673	9
CRELD2_GSMR	BDEP	0.00571637	0.00313474	0.0682196	5
CREM_GSMR	BDEP	nan	nan	nan	nan
CRHR1-IT1_GSMR	BDEP	0.00707876	0.00224669	0.00162853	12
CRHR2_GSMR	BDEP	nan	nan	nan	nan
CRIM1_GSMR	BDEP	-0.0081343	0.00832829	0.328714	5
CRIP1P1_GSMR	BDEP	-0.000750476	0.00315154	0.81178	3
CRIP2_GSMR	BDEP	nan	nan	nan	nan
CRIP3_GSMR	BDEP	0.0204367	0.00965017	0.0341962	3
CRIPAK_GSMR	BDEP	-6.65986e-05	0.00285389	0.981382	10
CRIPT_GSMR	BDEP	0.00383845	0.00308311	0.213134	18
CRISP2_GSMR	BDEP	nan	nan	nan	nan
CRISP3_GSMR	BDEP	nan	nan	nan	nan
CRISPLD2_GSMR	BDEP	0.00523738	0.00312037	0.0932592	20
CRK_GSMR	BDEP	0.0315683	0.0127341	0.0131735	1
CRKL_GSMR	BDEP	nan	nan	nan	nan
CRLF3_GSMR	BDEP	0.0149504	0.00602531	0.0130917	5
CRLS1_GSMR	BDEP	-0.00214907	0.00455691	0.637208	8
CRMP1_GSMR	BDEP	0.0183104	0.0183645	0.318739	3
CRNKL1_GSMR	BDEP	0.00734106	0.00555675	0.186466	9
CROCC_GSMR	BDEP	nan	nan	nan	nan
CROCCP2_GSMR	BDEP	0.00249469	0.00316431	0.430472	13
CROT_GSMR	BDEP	0.0166174	0.00850022	0.0505901	8
CRTAM_GSMR	BDEP	0.0106573	0.00725602	0.141901	7
CRTAP_GSMR	BDEP	0.00435917	0.0113388	0.700647	5
CRTC2_GSMR	BDEP	-0.0179717	0.0331179	0.587365	1
CRTC3_GSMR	BDEP	-0.00217863	0.00959553	0.820387	3
CRY1_GSMR	BDEP	0.0027562	0.014703	0.851301	3
CRY2_GSMR	BDEP	-0.0109271	0.00670549	0.103193	8
CRYBB1_GSMR	BDEP	-0.0131449	0.0345267	0.703413	1
CRYBB3_GSMR	BDEP	nan	nan	nan	nan
CRYBG3_GSMR	BDEP	0.0252578	0.00998239	0.0113987	1
CRYGN_GSMR	BDEP	nan	nan	nan	nan
CRYGS_GSMR	BDEP	0.0153621	0.0111507	0.168302	3
CRYL1_GSMR	BDEP	0.007332	0.00569098	0.197622	6
CRYM_GSMR	BDEP	nan	nan	nan	nan
CRYZ_GSMR	BDEP	-0.00279506	0.0018635	0.13364	10
CSAD_GSMR	BDEP	0.00983342	0.0115633	0.395103	1
CSDA_GSMR	BDEP	-0.00577747	0.00680129	0.395622	7
CSDC2_GSMR	BDEP	0.0142534	0.0180848	0.430611	1
CSE1L_GSMR	BDEP	-0.0167874	0.00629965	0.00770314	6
CSF1_GSMR	BDEP	-0.0473685	0.0292105	0.104884	1
CSF1R_GSMR	BDEP	0.00282138	0.00511297	0.581079	7
CSF2RB_GSMR	BDEP	nan	nan	nan	nan
CSF3R_GSMR	BDEP	nan	nan	nan	nan
CSGALNACT1_GSMR	BDEP	0.00202069	0.00224383	0.367825	32
CSGALNACT2_GSMR	BDEP	0.00331848	0.00864031	0.700927	3
CSK_GSMR	BDEP	-0.000722952	0.0068494	0.91594	6
CSMD1_GSMR	BDEP	-0.0123951	0.00887398	0.162476	6
CSNK1A1L_GSMR	BDEP	0.0450985	0.0191626	0.0185993	1
CSNK1D_GSMR	BDEP	nan	nan	nan	nan
CSNK1E_GSMR	BDEP	-0.00327502	0.00905871	0.717702	5
CSNK1G1_GSMR	BDEP	0.0208567	0.00859382	0.0152268	2
CSNK1G2_GSMR	BDEP	nan	nan	nan	nan
CSNK1G3_GSMR	BDEP	-0.000391302	0.0125107	0.975048	3
CSNK2A2_GSMR	BDEP	nan	nan	nan	nan
CSNK2B_GSMR	BDEP	-0.0273294	0.0102624	0.0077434	3
CSRNP1_GSMR	BDEP	-0.0319453	0.0141922	0.0243914	3
CSRNP2_GSMR	BDEP	nan	nan	nan	nan
CSRP1_GSMR	BDEP	nan	nan	nan	nan
CSRP2BP_GSMR	BDEP	nan	nan	nan	nan
CST3_GSMR	BDEP	-0.00499723	0.00358278	0.163078	10
CST7_GSMR	BDEP	0.01177	0.00359431	0.00105803	12
CSTA_GSMR	BDEP	0.000531931	0.00347875	0.87847	16
CSTB_GSMR	BDEP	0.000320185	0.0025395	0.899667	11
CSTF1_GSMR	BDEP	-0.00373578	0.0137359	0.785643	1
CSTF2T_GSMR	BDEP	-0.000585897	0.00795587	0.941294	6
CSTF3_GSMR	BDEP	0.0189021	0.011355	0.0959829	1
CSTP1_GSMR	BDEP	-0.00738219	0.0115438	0.522502	1
CTA-126B4.7_GSMR	BDEP	nan	nan	nan	nan
CTA-14H9.5_GSMR	BDEP	-0.0163544	0.00517043	0.00156113	4
CTA-150C2.20_GSMR	BDEP	-0.00432328	0.0043606	0.32147	3
CTA-204B4.6_GSMR	BDEP	nan	nan	nan	nan
CTA-211A9.5_GSMR	BDEP	-0.00234804	0.00237334	0.322497	6
CTA-217C2.1_GSMR	BDEP	0.00322668	0.00204912	0.115333	6
CTA-250D10.23_GSMR	BDEP	nan	nan	nan	nan
CTA-292E10.6_GSMR	BDEP	-0.0194315	0.0168116	0.247748	1
CTA-29F11.1_GSMR	BDEP	-0.00128437	0.00221951	0.56281	5
CTA-331P3.1_GSMR	BDEP	-0.0023757	0.00251152	0.344188	9
CTA-363E6.6_GSMR	BDEP	-0.00357409	0.0072802	0.623474	1
CTA-384D8.20_GSMR	BDEP	nan	nan	nan	nan
CTA-384D8.31_GSMR	BDEP	-0.0135909	0.0138517	0.326509	1
CTA-445C9.14_GSMR	BDEP	nan	nan	nan	nan
CTA-445C9.15_GSMR	BDEP	-0.000435497	0.00162895	0.7892	16
CTA-833B7.2_GSMR	BDEP	0.00561221	0.0134896	0.677382	1
CTA-963H5.5_GSMR	BDEP	-0.00418466	0.00540576	0.438865	5
CTAGE5_GSMR	BDEP	-0.0293894	0.0255933	0.250835	1
CTAGE7P_GSMR	BDEP	0.0208726	0.015604	0.181011	1
CTB-109A12.1_GSMR	BDEP	nan	nan	nan	nan
CTB-113P19.3_GSMR	BDEP	-0.00106624	0.00376417	0.776978	3
CTB-114C7.4_GSMR	BDEP	0.000771542	0.00546217	0.887671	3
CTB-118N6.3_GSMR	BDEP	nan	nan	nan	nan
CTB-129O4.1_GSMR	BDEP	-0.000101097	0.00362377	0.977743	6
CTB-12O2.1_GSMR	BDEP	nan	nan	nan	nan
CTB-131K11.1_GSMR	BDEP	-0.0191078	0.012363	0.122209	1
CTB-133G6.1_GSMR	BDEP	nan	nan	nan	nan
CTB-134H23.3_GSMR	BDEP	-0.00259687	0.0104728	0.804162	1
CTB-157D17.1_GSMR	BDEP	0.00224422	0.0069776	0.747731	3
CTB-161A2.3_GSMR	BDEP	nan	nan	nan	nan
CTB-167B5.2_GSMR	BDEP	-0.000952842	0.00233147	0.68277	7
CTB-176F20.3_GSMR	BDEP	0.00210337	0.00691304	0.760929	1
CTB-179K24.4_GSMR	BDEP	0.0286876	0.0109384	0.00872517	1
CTB-27N1.1_GSMR	BDEP	0.00303107	0.00230981	0.189432	10
CTB-31N19.3_GSMR	BDEP	-0.0154307	0.0031057	6.74721e-07	3
CTB-33O18.3_GSMR	BDEP	nan	nan	nan	nan
CTB-36H16.2_GSMR	BDEP	-0.00371767	0.00648786	0.566631	1
CTB-37A13.1_GSMR	BDEP	-0.00112224	0.00383306	0.769692	3
CTB-41I6.1_GSMR	BDEP	8.59093e-05	0.00282698	0.975757	6
CTB-41I6.2_GSMR	BDEP	-0.000457824	0.0024614	0.852444	9
CTB-43E15.4_GSMR	BDEP	0.0157506	0.0134561	0.241794	1
CTB-47B11.3_GSMR	BDEP	-0.00111959	0.010276	0.913241	1
CTB-50L17.14_GSMR	BDEP	nan	nan	nan	nan
CTB-50L17.9_GSMR	BDEP	nan	nan	nan	nan
CTB-55O6.12_GSMR	BDEP	-0.00478373	0.00348797	0.17022	3
CTB-55O6.8_GSMR	BDEP	-0.0137808	0.0125802	0.273327	1
CTB-61M7.2_GSMR	BDEP	nan	nan	nan	nan
CTB-83J4.2_GSMR	BDEP	0.00288171	0.00317808	0.36454	3
CTB-89H12.4_GSMR	BDEP	nan	nan	nan	nan
CTB-92J24.2_GSMR	BDEP	0.00280622	0.013567	0.836133	1
CTBP1-AS1_GSMR	BDEP	nan	nan	nan	nan
CTBP1_GSMR	BDEP	-0.00465561	0.00456862	0.308184	7
CTBP2_GSMR	BDEP	0.0114657	0.0304386	0.70641	1
CTBS_GSMR	BDEP	3.43962e-05	0.00455173	0.993971	7
CTC1_GSMR	BDEP	0.00866259	0.0026559	0.00110772	10
CTC-203F4.1_GSMR	BDEP	1.69122e-05	0.00613196	0.997799	3
CTC-203F4.2_GSMR	BDEP	-0.000451231	0.00815787	0.95589	1
CTC-205M6.5_GSMR	BDEP	-0.00160916	0.00770857	0.834643	3
CTC-228N24.3_GSMR	BDEP	0.0029675	0.00361331	0.411493	12
CTC-236F12.4_GSMR	BDEP	nan	nan	nan	nan
CTC-241F20.3_GSMR	BDEP	0.00360271	0.0031142	0.247328	5
CTC-277H1.7_GSMR	BDEP	nan	nan	nan	nan
CTC-281B15.1_GSMR	BDEP	0.000523559	0.00206919	0.800248	5
CTC-281F24.1_GSMR	BDEP	nan	nan	nan	nan
CTC-297N7.1_GSMR	BDEP	0.0051443	0.00668659	0.441689	1
CTC-297N7.5_GSMR	BDEP	0.00460861	0.00910935	0.612912	1
CTC-301O7.4_GSMR	BDEP	nan	nan	nan	nan
CTC-325H20.2_GSMR	BDEP	-0.0153921	0.0116413	0.186104	1
CTC-338M12.3_GSMR	BDEP	-0.000390048	0.00202601	0.847335	3
CTC-338M12.4_GSMR	BDEP	0.00130786	0.00898862	0.884315	1
CTC-359D24.3_GSMR	BDEP	0.0305421	0.021804	0.161287	1
CTC-360G5.1_GSMR	BDEP	nan	nan	nan	nan
CTC-360G5.6_GSMR	BDEP	0.00741371	0.00424551	0.0807678	1
CTC-360J11.4_GSMR	BDEP	0.00574767	0.00339103	0.0900828	3
CTC-378H22.1_GSMR	BDEP	0.0513356	0.0176165	0.00356757	1
CTC-428G20.1_GSMR	BDEP	0.00328578	0.0147353	0.823546	1
CTC-428G20.3_GSMR	BDEP	nan	nan	nan	nan
CTC-429L19.3_GSMR	BDEP	0.00193287	0.0070811	0.784883	1
CTC-429P9.1_GSMR	BDEP	0.0037173	0.00694215	0.592326	1
CTC-429P9.2_GSMR	BDEP	0.00477186	0.00472283	0.312312	3
CTC-429P9.3_GSMR	BDEP	nan	nan	nan	nan
CTC-429P9.5_GSMR	BDEP	0.00780083	0.00652166	0.231641	3
CTC-439O9.2_GSMR	BDEP	0.017205	0.00878478	0.0501709	5
CTC-444N24.11_GSMR	BDEP	-0.00526025	0.00445921	0.238144	3
CTC-444N24.6_GSMR	BDEP	0.00391612	0.0038264	0.306097	3
CTC-444N24.8_GSMR	BDEP	0.00242435	0.00566359	0.668608	8
CTC-457L16.2_GSMR	BDEP	0.00464408	0.00290392	0.109765	3
CTC-459F4.1_GSMR	BDEP	8.16707e-06	0.00214509	0.996962	9
CTC-459F4.3_GSMR	BDEP	-0.000575409	0.00630911	0.927331	8
CTC-459I6.1_GSMR	BDEP	nan	nan	nan	nan
CTC-461F20.1_GSMR	BDEP	-0.000848164	0.00973481	0.930571	1
CTC-462L7.1_GSMR	BDEP	0.00209666	0.00296841	0.479986	5
CTC-463N11.3_GSMR	BDEP	-0.0049103	0.0292011	0.866462	1
CTC-471J1.2_GSMR	BDEP	-0.0103259	0.0123784	0.404175	1
CTC-479C5.10_GSMR	BDEP	-0.0257795	0.0179997	0.152082	1
CTC-479C5.12_GSMR	BDEP	0.0430294	0.029532	0.145104	1
CTC-484P3.1_GSMR	BDEP	0.00286981	0.00256215	0.26268	11
CTC-490E21.10_GSMR	BDEP	nan	nan	nan	nan
CTC-490G23.2_GSMR	BDEP	9.35241e-05	0.00284539	0.973779	5
CTC-497E21.4_GSMR	BDEP	0.000270589	0.00178992	0.879839	14
CTC-501O10.1_GSMR	BDEP	nan	nan	nan	nan
CTC-503J8.6_GSMR	BDEP	-0.0132643	0.00850908	0.119035	1
CTC-510F12.2_GSMR	BDEP	nan	nan	nan	nan
CTC-510F12.4_GSMR	BDEP	0.000173023	0.00174097	0.920834	13
CTC-523E23.1_GSMR	BDEP	0.00136729	0.00262161	0.601986	8
CTC-523E23.4_GSMR	BDEP	nan	nan	nan	nan
CTC-523E23.5_GSMR	BDEP	-0.00143204	0.0171723	0.93354	1
CTC-527H23.3_GSMR	BDEP	-0.00325156	0.00855064	0.703744	1
CTC-534A2.2_GSMR	BDEP	-0.0530384	0.0138384	0.000126741	1
CTC-548K16.2_GSMR	BDEP	nan	nan	nan	nan
CTC-548K16.6_GSMR	BDEP	0.008803	0.0054248	0.104646	1
CTC-550B14.6_GSMR	BDEP	-0.00261118	0.00232079	0.260536	5
CTC-550B14.7_GSMR	BDEP	-0.00161913	0.00236408	0.493414	5
CTC-559E9.5_GSMR	BDEP	-0.00445796	0.00407919	0.274458	3
